#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:58+0000 #
#####################################################################
#
# seed = 7.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.39 1.85 1.70 0.0100 0.7520718276500702 1.4981733560562134 1.1542145418269294 0.03962928702770297 0.7578125 0.9534883720930233 0.8681251297757475 0.002082359975929617
2.1 0.957 1.48 1.22 0.0193 0.5051790922880173 1.2742338180541992 0.9312130478875977 0.03862386196594554 0.7890625 0.9651162790697675 0.8732155834717608 0.0016452899562652999
3.1 0.808 1.43 1.08 0.0266 0.4271116554737091 1.2106877565383911 0.8548163087772472 0.04010605189110831 0.8046875 0.9651162790697675 0.8755904796511628 0.0014594532464761365
4.1 0.707 1.41 0.987 0.0377 0.3767508417367935 1.1700847148895264 0.8049310658659253 0.0412215905163937 0.8046875 0.9534883720930233 0.8777544902408638 0.001402010791096906
5.1 0.636 1.42 0.929 0.0471 0.3428807258605957 1.1430590152740479 0.7709083221852779 0.04111607263660764 0.8046875 0.9534883720930233 0.8816607402408638 0.0014378060391809452
6.1 0.574 1.44 0.884 0.0563 0.31708452105522156 1.12250217795372 0.7449361312070064 0.041947872925308945 0.796875 0.9651162790697675 0.8849992213455149 0.0014936966900846516
7.1 0.520 1.47 0.850 0.0653 0.29698264598846436 1.1064544022083282 0.7244097481348686 0.04233766003776944 0.8046875 0.9651162790697675 0.8882014379152824 0.0014694534534005475
8.1 0.480 1.50 0.824 0.0745 0.2804168313741684 1.0936507284641266 0.7083653528243303 0.04302769629019414 0.8046875 0.9651162790697675 0.8882695701827242 0.0014961118085147604
9.1 0.450 1.60 0.806 0.0854 0.26605962216854095 1.0849797129631042 0.6950173344729201 0.043390616438757405 0.8046875 0.9651162790697675 0.8893142649501661 0.0014569030450054612
10.1 0.426 1.60 0.790 0.0940 0.2534237429499626 1.078325867652893 0.6834740369979825 0.04416155281584954 0.8046875 0.9651162790697675 0.8897295473421927 0.001514789235955026
11.1 0.406 1.66 0.779 0.105 0.24244270473718643 1.073258399963379 0.6733018266303198 0.044837948003967655 0.8125 0.9651162790697675 0.8905666009136213 0.0014823102743733666
12.1 0.389 1.73 0.771 0.118 0.23311366885900497 1.0689897239208221 0.664217057371778 0.04525860762287746 0.8125 0.9651162790697675 0.891124636627907 0.001510912554179318
