#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:12+0000 #
#####################################################################
#
# seed = 8.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.85 2.45 2.37 0.00772 3.2732107639312744 4.953607559204102 4.025673857757023 0.3164252629538339 0.43089430894308944 0.7338129496402878 0.5714651275495283 0.005664381945463911
2.1 1.53 2.02 1.87 0.00752 2.38629949092865 4.422836899757385 3.332552951361452 0.3056643096201743 0.5447154471544715 0.7697841726618705 0.6561176146191061 0.0029885827776321896
3.1 1.33 1.79 1.60 0.0109 2.144523501396179 4.079155802726746 2.9689128217952594 0.296321865670713 0.6178861788617886 0.7697841726618705 0.690009316588541 0.0014970590930536059
4.1 1.21 1.63 1.42 0.0132 1.9258463978767395 3.837760806083679 2.719195513853005 0.2844598548567838 0.6341463414634146 0.7913669064748201 0.7042160696529884 0.0016827475676249658
5.1 1.10 1.50 1.29 0.0133 1.857509970664978 3.6483564376831055 2.536554405731814 0.2679126144926542 0.6474820143884892 0.7985611510791367 0.7119617894534547 0.001652799181797583
6.1 0.995 1.40 1.19 0.0132 1.7373525500297546 3.4975897073745728 2.399251804820129 0.2580155518905327 0.6504065040650406 0.8057553956834532 0.7184959349593496 0.0016562507517867634
7.1 0.918 1.32 1.11 0.0127 1.6494286060333252 3.3728744983673096 2.292391742978777 0.2472255080773178 0.6504065040650406 0.7985611510791367 0.7242425571737732 0.0016082879828127048
8.1 0.860 1.26 1.05 0.0118 1.581251859664917 3.2638601064682007 2.2069406945790564 0.23727636635106156 0.6504065040650406 0.8057553956834532 0.7305249876753649 0.0018547738386779484
9.1 0.814 1.20 0.995 0.0112 1.527881920337677 3.166416883468628 2.1365742992077554 0.22883933095213702 0.6474820143884892 0.8129496402877698 0.7349367892445625 0.0018731772536439192
10.1 0.776 1.16 0.953 0.0105 1.4841164350509644 3.0802428126335144 2.0777958125940392 0.22139360012807868 0.6546762589928058 0.8129496402877698 0.7403314282372012 0.0019912550874129245
11.1 0.745 1.12 0.919 0.00972 1.4416528940200806 3.0064989924430847 2.0280095918902328 0.21444564135299496 0.6585365853658537 0.8201438848920863 0.7437436810133774 0.0020216335410699854
12.1 0.720 1.08 0.889 0.00903 1.3803423643112183 2.9395176768302917 1.985623439507825 0.2081054651835057 0.6618705035971223 0.8345323741007195 0.7477147202098948 0.0019131499154207024
