#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:19+0000 #
#####################################################################
#
# seed = 2.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.85 2.56 2.43 0.0139 3.3945608139038086 5.206517815589905 4.164627183760915 0.3648167450384993 0.42276422764227645 0.7194244604316546 0.5852509629926721 0.0031672940796859035
2.1 1.54 2.07 1.92 0.00818 2.548583507537842 4.4984787702560425 3.435910223850182 0.33805224171548737 0.5284552845528455 0.7553956834532374 0.6640126922851962 0.001988021336500202
3.1 1.33 1.85 1.65 0.0128 2.247602701187134 4.0852272510528564 3.047347016632557 0.34603754865568914 0.6097560975609756 0.7697841726618705 0.6981132863743849 0.0014852329569333548
4.1 1.19 1.69 1.46 0.0160 1.972610592842102 3.78515625 2.7805262016398564 0.33685066309448075 0.6341463414634146 0.7804878048780488 0.7117340970429231 0.001458926475097123
5.1 1.14 1.56 1.32 0.0161 1.8001853227615356 3.576603889465332 2.58489073493651 0.3112359661768026 0.6341463414634146 0.7985611510791367 0.7203289633101881 0.0015139324485222737
6.1 1.03 1.45 1.21 0.0158 1.6627790331840515 3.431696891784668 2.435722846005644 0.29976047368737163 0.6422764227642277 0.8057553956834532 0.7280245490019135 0.0013738900926960527
7.1 0.954 1.36 1.13 0.0151 1.557508647441864 3.3073065280914307 2.3194370855178152 0.27907213324583 0.6585365853658537 0.8057553956834532 0.7328384679016369 0.0013399066058115319
8.1 0.896 1.29 1.06 0.0139 1.472260057926178 3.203153967857361 2.2258791040096964 0.26524025386239186 0.6747967479674797 0.8201438848920863 0.7405674763325228 0.001370486083159668
9.1 0.847 1.23 1.01 0.0127 1.3993972539901733 3.120050549507141 2.1491698420473506 0.2546133803104633 0.6747967479674797 0.8345323741007195 0.7484646429198105 0.0014904783154006704
10.1 0.809 1.18 0.962 0.0117 1.3409556150436401 3.0540348291397095 2.085086920431682 0.24455619586278665 0.6666666666666666 0.8345323741007195 0.7516982929335974 0.0014774191762911208
11.1 0.777 1.14 0.926 0.0109 1.252848744392395 3.0000579953193665 2.0306719477687563 0.237251830946165 0.6666666666666666 0.8345323741007195 0.7554176171258116 0.001616873838024159
12.1 0.750 1.11 0.894 0.00999 1.2514281272888184 2.951601266860962 1.9838714062103204 0.22867825126602334 0.6747967479674797 0.841726618705036 0.7592152758629334 0.0015477533752697454
