#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:15+0000 #
#####################################################################
#
# seed = 9.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.24 1.85 1.70 0.0149 0.6784871518611908 1.604224979877472 1.1643440457327026 0.0580023360134449 0.7421875 0.9302325581395349 0.8662531146179402 0.0022433178385297776
2.1 0.967 1.49 1.24 0.0245 0.4774264395236969 1.3730252981185913 0.9295227852250848 0.05387703100806028 0.7734375 0.9418604651162791 0.8754509707225914 0.0020349833398497857
3.1 0.775 1.45 1.09 0.0352 0.40108050405979156 1.3157689571380615 0.8521090886954751 0.05501159291995854 0.765625 0.9534883720930233 0.8778842659883721 0.002215538735738797
4.1 0.669 1.45 0.999 0.0489 0.36099788546562195 1.2745882868766785 0.8037935418209858 0.05634055948020557 0.765625 0.9534883720930233 0.8812973681478405 0.0022122404117226125
5.1 0.601 1.47 0.943 0.0603 0.33462780714035034 1.2452234625816345 0.7694906336920603 0.056421155246561175 0.765625 0.9534883720930233 0.8833900020764119 0.002046668955278893
6.1 0.553 1.48 0.900 0.0712 0.3146999850869179 1.2298707365989685 0.7428569890824811 0.05728721832748487 0.765625 0.9534883720930233 0.8856902772009967 0.002051884110212888
7.1 0.517 1.51 0.870 0.0817 0.29869187623262405 1.2268359065055847 0.7213535693341069 0.05766761881405429 0.7578125 0.9534883720930233 0.887640157807309 0.001983624701378596
8.1 0.488 1.54 0.846 0.0928 0.2856157049536705 1.2229130864143372 0.7042290088055388 0.058302144523566114 0.75 0.9651162790697675 0.8904238475913622 0.0020512442020009726
9.1 0.465 1.60 0.830 0.105 0.2745208740234375 1.2249588370323181 0.6897014182593141 0.058928737970407576 0.7421875 0.9651162790697675 0.8916080512873754 0.0022348569395063654
10.1 0.444 1.62 0.816 0.116 0.2656565010547638 1.2249588370323181 0.6767990472061293 0.059727244853248596 0.7421875 0.9651162790697675 0.8918189368770764 0.002223429636632297
11.1 0.422 1.66 0.807 0.130 0.25837384909391403 1.2276409268379211 0.6659288593967047 0.060703398292062505 0.7421875 0.9767441860465116 0.8918870691445183 0.00235820040216146
12.1 0.404 1.71 0.802 0.146 0.25187643617391586 1.230875313282013 0.6564258631052716 0.061446209623143504 0.75 0.9767441860465116 0.8918870691445183 0.002367078243070551
