#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:18+0000 #
#####################################################################
#
# seed = 9.0, areas = 5
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.72 2.12 2.01 0.00427 1.7037994861602783 3.765011787414551 2.316012405923435 0.3139189317799839 0.5859375 0.8671875 0.7406637726113172 0.0046562098749259985
2.1 1.41 1.73 1.54 0.0137 1.3272704482078552 3.2868067026138306 1.916959379400526 0.29716138291066896 0.671875 0.8671875 0.7697794671846011 0.0026855290637822094
3.1 1.15 1.59 1.34 0.0240 1.1755669116973877 3.054117441177368 1.7473064639738627 0.26767216513638475 0.6883116883116883 0.890625 0.777961575255102 0.0029042046140282346
4.1 0.947 1.51 1.21 0.0345 1.0733847618103027 2.894112467765808 1.6320934146642685 0.24771069309295496 0.703125 0.890625 0.7863955241187384 0.0025752591727179353
5.1 0.882 1.46 1.12 0.0409 0.995585173368454 2.7702308297157288 1.5466691920799867 0.2331198404960363 0.7109375 0.890625 0.7908561862244898 0.002780264972609281
6.1 0.800 1.42 1.05 0.0453 0.9349241852760315 2.6625654101371765 1.4787953629025392 0.21933206442963954 0.7109375 0.8984375 0.7968315166975881 0.00263021678984597
7.1 0.738 1.39 1.00 0.0484 0.8652119338512421 2.570738911628723 1.4236776445593153 0.206618813138205 0.71875 0.8984375 0.8010838213126159 0.002382804111447851
8.1 0.690 1.36 0.957 0.0507 0.8435578048229218 2.489539682865143 1.3771439380943775 0.19533451473334035 0.7265625 0.921875 0.8055227417671614 0.002476059623645214
9.1 0.653 1.34 0.921 0.0522 0.8086171746253967 2.418103277683258 1.3372326807251997 0.18555371265096735 0.7265625 0.921875 0.8115161902829313 0.002391869469820422
10.1 0.622 1.32 0.890 0.0528 0.7779298722743988 2.3566864728927612 1.3010300041309424 0.17532894322956039 0.7265625 0.921875 0.8153028612012987 0.0023343726261246356
11.1 0.598 1.31 0.864 0.0539 0.7510051727294922 2.2941590547561646 1.2703271955251694 0.16911332363489232 0.7265625 0.921875 0.8178357635667903 0.002466537838194122
12.1 0.577 1.30 0.842 0.0544 0.7259316444396973 2.23888498544693 1.2422119272606713 0.16222955553397433 0.7265625 0.9296875 0.8197182282003711 0.002441193411128002
13.1 0.559 1.29 0.823 0.0554 0.7036919593811035 2.1914538741111755 1.2171529116375106 0.1565509470192734 0.734375 0.9296875 0.8252732200834879 0.002246316361812666
