#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:38+0000 #
#####################################################################
#
# seed = 11.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.91 2.43 2.36 0.00615 3.2028918266296387 5.188945174217224 4.0931746533938815 0.4373804662239041 0.43884892086330934 0.6834532374100719 0.5817394864596128 0.004067239176460784
2.1 1.49 2.06 1.88 0.0133 2.3956491947174072 4.326452374458313 3.42043927524771 0.4310490029648913 0.5611510791366906 0.7913669064748201 0.6735444397095564 0.002264572932629879
3.1 1.30 1.85 1.63 0.0206 2.153995156288147 3.9451602697372437 3.0455239276800836 0.3992830105381903 0.6016260162601627 0.7985611510791367 0.6978271041703222 0.0025257014455440847
4.1 1.13 1.69 1.46 0.0241 1.9326502084732056 3.6575347185134888 2.7790799172861234 0.36174720061422894 0.6260162601626016 0.8129496402877698 0.7108118383342107 0.0018760510072836
5.1 1.13 1.53 1.32 0.0229 1.7929139137268066 3.4406365752220154 2.580830111035279 0.32197272183727715 0.6504065040650406 0.8129496402877698 0.7190547213796906 0.0017225011851874016
6.1 1.03 1.46 1.21 0.0223 1.6581122875213623 3.2980534434318542 2.4288564196654727 0.29703953224524166 0.6618705035971223 0.8057553956834532 0.7294084592952815 0.0014889766484462632
7.1 0.944 1.37 1.13 0.0206 1.5552322268486023 3.181798756122589 2.308426583451884 0.2760581500490687 0.6690647482014388 0.8129496402877698 0.7367635508318084 0.0015886650991323453
8.1 0.880 1.29 1.06 0.0187 1.4758670926094055 3.0801438689231873 2.2117614256484166 0.25808206093415104 0.6762589928057554 0.8201438848920863 0.7405277868297696 0.0015550333201245871
9.1 0.830 1.23 1.01 0.0169 1.4102665185928345 2.99235600233078 2.132277655282191 0.2426561586118151 0.6762589928057554 0.8201438848920863 0.7437447254739762 0.0014868669765450886
10.1 0.790 1.18 0.961 0.0154 1.3566139936447144 2.9156935811042786 2.06620238508497 0.22946593879354724 0.6762589928057554 0.8373983739837398 0.7481899497823344 0.0014542556052248852
11.1 0.747 1.14 0.923 0.0140 1.3128955960273743 2.84548819065094 2.0095820842044696 0.21804016360735784 0.6762589928057554 0.8455284552845529 0.7527699095079338 0.0014341788907048041
12.1 0.731 1.10 0.891 0.0126 1.2770931720733643 2.7785619497299194 1.9607178222920214 0.20708752064372085 0.6762589928057554 0.8373983739837398 0.755456262167966 0.0013311874771455502
