#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:30+0000 #
#####################################################################
#
# seed = 10.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.95 2.49 2.36 0.00884 3.350687623023987 4.928385138511658 4.081412922058787 0.32336901765709447 0.43089430894308944 0.6906474820143885 0.5787168174867772 0.005891516651678394
2.1 1.56 1.96 1.89 0.00295 2.3553863763809204 4.149271011352539 3.3900029425110136 0.280807195200909 0.5691056910569106 0.7642276422764228 0.6673758554132304 0.002633811268626696
3.1 1.35 1.75 1.63 0.00594 2.081479072570801 3.8008949756622314 3.008525642965521 0.2749375500495778 0.6097560975609756 0.8048780487804879 0.694500497163245 0.002090081574174039
4.1 1.21 1.60 1.45 0.00853 2.0075966119766235 3.5477758646011353 2.7441280941878046 0.2678916531412655 0.6178861788617886 0.8130081300813008 0.7109528405150444 0.0017422434981530265
5.1 1.11 1.48 1.31 0.00919 1.8062137961387634 3.351560354232788 2.5475750416517258 0.25513456402427653 0.6422764227642277 0.8273381294964028 0.7245506730504099 0.001626238682114333
6.1 1.00 1.38 1.20 0.00976 1.6590240001678467 3.1726590394973755 2.3977743397865976 0.24887905719607653 0.6504065040650406 0.8273381294964028 0.7322128360029746 0.0016521689177725074
7.1 0.917 1.30 1.12 0.00987 1.54970383644104 3.099966883659363 2.2799888285143033 0.2456499491757047 0.6666666666666666 0.8345323741007195 0.7395564384729151 0.0017496896618976112
8.1 0.852 1.23 1.05 0.00953 1.4657689929008484 3.003868520259857 2.186954617500305 0.23705882001173187 0.6747967479674797 0.841726618705036 0.747028509596504 0.0015454185356862198
9.1 0.802 1.18 1.00 0.00902 1.3982797265052795 2.924200415611267 2.111789264849254 0.23279318896819176 0.6747967479674797 0.8455284552845529 0.7522612571963335 0.0015861903516893642
10.1 0.762 1.13 0.958 0.00866 1.3433692455291748 2.857178509235382 2.048841276339122 0.22931855279551247 0.6762589928057554 0.8561151079136691 0.7591473859240134 0.0014999269520361727
11.1 0.730 1.09 0.922 0.00833 1.2974516153335571 2.799024999141693 1.996896967291832 0.22460654386980253 0.6762589928057554 0.8633093525179856 0.7640897734773854 0.0013632720636079553
12.1 0.704 1.06 0.891 0.00776 1.2582858800888062 2.7512617111206055 1.9518823522542204 0.2213813823866829 0.6762589928057554 0.8633093525179856 0.7695742360815181 0.0015070388108600259
