#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:07+0000 #
#####################################################################
#
# seed = 8.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.21 1.91 1.73 0.0159 0.8181310296058655 1.4965664744377136 1.1669895446726255 0.04441529386300878 0.7265625 0.9651162790697675 0.8669506592607974 0.002503453810983489
2.1 0.953 1.55 1.24 0.0218 0.5782533586025238 1.2979580760002136 0.9236408259187426 0.037681205562108896 0.796875 0.9767441860465116 0.875476925872093 0.0015046470653718301
3.1 0.861 1.49 1.09 0.0317 0.4873329997062683 1.214292287826538 0.8432586070682321 0.03753333093755728 0.796875 0.9651162790697675 0.8781275955149501 0.001395197489330404
4.1 0.690 1.48 1.00 0.0457 0.43226468563079834 1.1660069227218628 0.7917476408183575 0.03757147594156068 0.8203125 0.9651162790697675 0.8823777512458472 0.0013296567499384326
5.1 0.671 1.51 0.945 0.0580 0.3963111639022827 1.1282108426094055 0.756268294794219 0.036510158025627036 0.8203125 0.9651162790697675 0.8868355481727574 0.0012643666279552649
6.1 0.593 1.51 0.901 0.0703 0.3707937151193619 1.115284025669098 0.7298754916659422 0.036591460150004515 0.828125 0.9651162790697675 0.8908748183139534 0.0012075058741874074
7.1 0.537 1.55 0.870 0.0830 0.35064949095249176 1.1059427857398987 0.7089848624808447 0.03626968087507721 0.8125 0.9651162790697675 0.8918481364202657 0.0013665278930711235
8.1 0.496 1.59 0.847 0.0967 0.3365139067173004 1.1003167629241943 0.6927630174905062 0.03658047737255903 0.8203125 0.9651162790697675 0.8934508669019934 0.0013957571022281438
9.1 0.465 1.67 0.832 0.113 0.3232327848672867 1.0978114604949951 0.679059778473207 0.03675009847844679 0.8203125 0.9651162790697675 0.8938693936877077 0.0013609881701586678
10.1 0.441 1.69 0.820 0.127 0.31132371723651886 1.0979548692703247 0.6673391722142696 0.03746446051637756 0.8203125 0.9651162790697675 0.8953326152408638 0.0014121039935420243
11.1 0.421 1.75 0.813 0.145 0.2995724678039551 1.1022128462791443 0.6579621899873018 0.03852564746178135 0.8125 0.9651162790697675 0.8964454422757475 0.0014266879568627605
12.1 0.404 1.82 0.811 0.165 0.2894638627767563 1.1088943481445312 0.6500224665339503 0.03970952794538398 0.8046875 0.9651162790697675 0.8959555388289037 0.0014457379987168123
