#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T15:11+0000 #
#####################################################################
#
# seed = 15.0, areas = 5
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.26 2.16 2.02 0.0136 1.36859792470932 3.5814177989959717 2.299179120787552 0.30761047403541353 0.5390625 0.890625 0.7246909061920223 0.006017273711802245
2.1 1.25 1.77 1.54 0.0308 1.2330051064491272 3.1289511919021606 1.8983521504061565 0.29077726383564784 0.625 0.890625 0.7615393813775511 0.004070587194634401
3.1 0.945 1.66 1.35 0.0621 1.0636590123176575 2.9674347639083862 1.7350272472415653 0.2910099654281437 0.625 0.8984375 0.775187702922078 0.003807637779928253
4.1 0.776 1.58 1.23 0.0840 0.9646623134613037 2.8542006611824036 1.6232888480382308 0.28570971084443814 0.6484375 0.890625 0.7851580618042672 0.0032066771811725455
5.1 0.612 1.53 1.16 0.0974 0.8647319972515106 2.7671098113059998 1.5425434852285043 0.279806796479575 0.6640625 0.890625 0.7921769915352505 0.003067462082546391
6.1 0.605 1.49 1.10 0.104 0.8647319972515106 2.695475459098816 1.478565385831254 0.27187528280076967 0.671875 0.890625 0.8001507421150278 0.0028788172448479883
7.1 0.554 1.46 1.05 0.109 0.8290345072746277 2.6314375400543213 1.4260329508355685 0.263662418214408 0.6796875 0.890625 0.8047762784090909 0.002712383687593974
8.1 0.516 1.43 1.02 0.113 0.7881829142570496 2.57605904340744 1.3822392517966882 0.2560889277582219 0.6953125 0.890625 0.8090992433905381 0.002553314358653418
9.1 0.487 1.44 0.993 0.118 0.755011260509491 2.525815188884735 1.3444713151880674 0.24891986652268572 0.6875 0.8984375 0.8116104041048238 0.0028219023623889117
10.1 0.464 1.45 0.973 0.123 0.7262547612190247 2.486508011817932 1.3119423980159417 0.24081959241931747 0.7109375 0.8984375 0.8152829313543599 0.0026341016875080754
11.1 0.445 1.46 0.956 0.129 0.7018244564533234 2.446047842502594 1.2837540092212811 0.23630971383561336 0.7109375 0.9140625 0.8181401466836735 0.002594746199158718
12.1 0.428 1.49 0.944 0.136 0.6808308064937592 2.402019202709198 1.258605983108282 0.22985970970901456 0.7109375 0.9140625 0.8209756203617811 0.002645580106591931
13.1 0.415 1.51 0.934 0.143 0.6622825264930725 2.3627100586891174 1.236517248409135 0.22476309119819132 0.71875 0.921875 0.8233925672541744 0.0026284684629006845
