#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:07+0000 #
#####################################################################
#
# seed = 1.0, areas = 5
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.66 2.14 2.07 0.00365 1.763694405555725 3.5789624452590942 2.4121163093617985 0.25214578121072206 0.6015625 0.84375 0.7244173237476809 0.004248176182636304
2.1 1.46 1.68 1.59 0.00297 1.3318668007850647 3.0990283489227295 1.9630134754947253 0.2331765084929004 0.59375 0.9140625 0.7637008638682746 0.003919350379633531
3.1 1.21 1.55 1.38 0.00822 1.177625298500061 2.884661078453064 1.770038505750043 0.20530285390615993 0.625 0.90625 0.7786210720083488 0.0036599521587788986
4.1 1.05 1.46 1.24 0.0141 1.0698537528514862 2.7273492217063904 1.6401134947580949 0.18359551337685892 0.6640625 0.9140625 0.7871492346938775 0.003436758892908618
5.1 0.897 1.40 1.15 0.0184 0.989014595746994 2.608499228954315 1.5446453078516893 0.16775675926914715 0.65625 0.9140625 0.7958857548701299 0.003155789910274662
6.1 0.854 1.34 1.07 0.0210 0.9250458180904388 2.515408158302307 1.4688038953713007 0.15513516720289067 0.6796875 0.921875 0.8011834705473099 0.0029685705281667406
7.1 0.789 1.29 1.01 0.0236 0.8742853403091431 2.4385640025138855 1.4062743373215199 0.14426458405147138 0.6796875 0.921875 0.8079686775278293 0.0029647475135403598
8.1 0.737 1.25 0.964 0.0256 0.7930121421813965 2.37384432554245 1.353616560144084 0.13610225556989988 0.6875 0.921875 0.8132446515538033 0.0028498978399885584
9.1 0.677 1.21 0.923 0.0276 0.7930121421813965 2.3181663751602173 1.308720640305962 0.12874498565539985 0.6875 0.921875 0.818100286989796 0.002647362508479116
10.1 0.662 1.19 0.889 0.0284 0.758478045463562 2.269597291946411 1.2693204752036504 0.1211992118881208 0.6875 0.9140625 0.8214937963821892 0.0025844884116742388
11.1 0.634 1.17 0.859 0.0294 0.7282871007919312 2.226189136505127 1.2350970778082098 0.11808302139291778 0.6953125 0.9140625 0.8255141900510204 0.002504294384544551
12.1 0.610 1.15 0.834 0.0296 0.7019180357456207 2.1886478066444397 1.2046943913613046 0.11397023282314073 0.703125 0.9140625 0.8295816906307978 0.002301230408470607
13.1 0.589 1.14 0.811 0.0303 0.6793352961540222 2.1531476974487305 1.1774469108453818 0.11052084667706785 0.7109375 0.9296875 0.8335549773886828 0.002161669282903827
