#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:48+0000 #
#####################################################################
#
# seed = 12.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.83 2.46 2.35 0.00921 3.3830493688583374 4.668009519577026 3.951076043503625 0.18193010301841026 0.34146341463414637 0.7194244604316546 0.5631574879469247 0.012634991642668875
2.1 1.50 1.94 1.86 0.00350 2.2968006134033203 3.9557042121887207 3.2603583740336552 0.1896667370391663 0.5284552845528455 0.762589928057554 0.6634121274409044 0.0032185481488424057
3.1 1.28 1.70 1.59 0.00550 2.0634082555770874 3.589705228805542 2.8719044774770737 0.1777804971925022 0.5899280575539568 0.7769784172661871 0.7022075719215568 0.0018580517967421977
4.1 1.16 1.55 1.40 0.00807 2.0243508219718933 3.332989454269409 2.6111788036567822 0.16657200347696446 0.60431654676259 0.7841726618705036 0.7159182062015892 0.0016444029952593642
5.1 1.13 1.43 1.27 0.00914 1.841278612613678 3.1412615180015564 2.4243105916040286 0.1495520141816598 0.6187050359712231 0.8129496402877698 0.7254123530443938 0.0015674778954122492
6.1 1.02 1.35 1.17 0.0102 1.7152171730995178 3.022635281085968 2.284637694380113 0.13876415116808286 0.6474820143884892 0.8201438848920863 0.7351185253887482 0.0013869449843647132
7.1 0.941 1.28 1.09 0.0104 1.6209141612052917 2.924547016620636 2.175104297697544 0.12655006308946656 0.6618705035971223 0.8201438848920863 0.7438418603096617 0.0013243107814853688
8.1 0.879 1.22 1.03 0.0103 1.5472190976142883 2.8458166122436523 2.087436252406665 0.11612277571963016 0.6747967479674797 0.8201438848920863 0.7519729860710734 0.0012724985814905852
9.1 0.831 1.18 0.975 0.0100 1.4880494475364685 2.784251391887665 2.0162814962012425 0.10785846285600549 0.6618705035971223 0.8345323741007195 0.7567869049707969 0.0012532050355354384
10.1 0.793 1.14 0.934 0.00975 1.4408300518989563 2.729318916797638 1.9567766535495008 0.10191685305171581 0.6618705035971223 0.8345323741007195 0.7587191570785183 0.0011367935170348961
11.1 0.762 1.11 0.900 0.00936 1.4020609855651855 2.6823702454566956 1.9059875176421233 0.09679930361623397 0.6690647482014388 0.8345323741007195 0.7614671329138779 0.0011020819050427534
12.1 0.737 1.08 0.872 0.00893 1.3695461750030518 2.644936978816986 1.8631879234952586 0.09165079886706866 0.6762589928057554 0.8345323741007195 0.7639132596361935 0.0010472486160809373
