#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:29+0000 #
#####################################################################
#
# seed = 3.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.92 2.51 2.40 0.00771 3.2514171600341797 5.431683778762817 4.201311309422765 0.5823052695732533 0.43089430894308944 0.7122302158273381 0.5708478513356562 0.004795573243955612
2.1 1.54 2.11 1.91 0.0170 2.47723925113678 4.697882533073425 3.4591862708330154 0.49098647814774876 0.5284552845528455 0.7482014388489209 0.64716763174826 0.002252389343924629
3.1 1.34 1.88 1.65 0.0245 2.2429920434951782 4.302574992179871 3.0756609312125613 0.4294197653258612 0.5755395683453237 0.7553956834532374 0.6814134058606773 0.0019308829222693742
4.1 1.17 1.72 1.47 0.0292 1.9991936683654785 4.046510815620422 2.814700497048242 0.39091604484782166 0.5691056910569106 0.7841726618705036 0.6960682325219963 0.0019425282022676536
5.1 1.06 1.59 1.33 0.0285 1.8320206999778748 3.8500090837478638 2.618300441120352 0.35196927368813546 0.5853658536585366 0.7769784172661871 0.7055341789286341 0.001782462826949473
6.1 0.961 1.48 1.23 0.0277 1.713171899318695 3.691385269165039 2.468044493879591 0.3221758715824658 0.6016260162601627 0.7841726618705036 0.7145927857017522 0.0018441637091190376
7.1 0.886 1.40 1.15 0.0263 1.6237223744392395 3.557331681251526 2.3478975274733136 0.2997251302455152 0.6016260162601627 0.8057553956834532 0.7235177015182279 0.0018166503098451057
8.1 0.828 1.33 1.08 0.0243 1.5473330616950989 3.447032332420349 2.2503757923841476 0.2787659384084958 0.6260162601626016 0.8057553956834532 0.7284433777020196 0.0014684370639457816
9.1 0.784 1.27 1.03 0.0224 1.4704259037971497 3.352404832839966 2.169399067759514 0.2604120338392041 0.6504065040650406 0.8201438848920863 0.7341565771772826 0.0013334110513273192
10.1 0.749 1.21 0.983 0.0207 1.404869258403778 3.272504448890686 2.101357477051871 0.248675352234429 0.6618705035971223 0.8201438848920863 0.7382727963970287 0.0013314645560197028
11.1 0.721 1.17 0.944 0.0191 1.3528522849082947 3.2041603922843933 2.043089938483068 0.23720144159761353 0.6747967479674797 0.8201438848920863 0.7445332932260463 0.001327622830149986
12.1 0.697 1.13 0.911 0.0174 1.3078856468200684 3.1431683897972107 1.992463054401534 0.22605380774885164 0.6747967479674797 0.8201438848920863 0.7484709096834031 0.001433883560275026
