#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:55+0000 #
#####################################################################
#
# seed = 6.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.89 2.49 2.38 0.00824 3.3741321563720703 4.940958380699158 4.139392424907003 0.34602855926084264 0.42276422764227645 0.7050359712230215 0.5704990014956676 0.0045870319423820085
2.1 1.53 1.95 1.88 0.00318 2.3932175636291504 4.479354381561279 3.4066408883248056 0.33430951131030356 0.5683453237410072 0.7410071942446043 0.6640106033639988 0.001862130236358086
3.1 1.32 1.72 1.60 0.00549 2.139693856239319 4.139796495437622 3.011495403945446 0.3146397584985591 0.5827338129496403 0.7642276422764228 0.6928345825082095 0.002056511513014889
4.1 1.18 1.55 1.42 0.00775 1.9095011353492737 3.8843274116516113 2.744351896856512 0.3008635838449469 0.5899280575539568 0.7967479674796748 0.7054391330141462 0.0023668846367982947
5.1 1.15 1.43 1.28 0.00826 1.7658488154411316 3.683892846107483 2.5503013879060745 0.2799281496219753 0.60431654676259 0.8130081300813008 0.716446703264566 0.001941248997251348
6.1 1.04 1.33 1.17 0.00856 1.6129520535469055 3.5290874242782593 2.4043807328811715 0.26877193079107997 0.6178861788617886 0.8130081300813008 0.7199425128886437 0.0020340719673427993
7.1 0.963 1.25 1.09 0.00841 1.4974229335784912 3.404793381690979 2.2900872081518173 0.2589468838533985 0.6330935251798561 0.8130081300813008 0.7245109835476566 0.001712309406341547
8.1 0.903 1.19 1.03 0.00809 1.4063722491264343 3.3045849800109863 2.200075291097164 0.2508401512432249 0.6402877697841727 0.8211382113821138 0.7328990466163654 0.0016082468057393021
9.1 0.855 1.14 0.977 0.00764 1.3345721364021301 3.219998598098755 2.1259057926280156 0.24269681101504642 0.6618705035971223 0.8292682926829268 0.738645668830789 0.0014764292904205713
10.1 0.817 1.10 0.936 0.00737 1.2745772004127502 3.1484335064888 2.064702137772526 0.2385301336631919 0.6585365853658537 0.8455284552845529 0.7412087751401666 0.0015254146263460678
11.1 0.786 1.06 0.902 0.00709 1.2237032651901245 3.086054027080536 2.013512576797179 0.23354138899485063 0.6666666666666666 0.8455284552845529 0.7477596320156419 0.001576777613926659
12.1 0.760 1.03 0.873 0.00665 1.177925705909729 3.0324142575263977 1.9695014006325178 0.2294525329942305 0.6829268292682927 0.8455284552845529 0.7524116595225562 0.0015066518849894555
