#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:16+0000 #
#####################################################################
#
# seed = 2.0, areas = 5
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.41 2.32 2.09 0.0253 1.6859588027000427 3.5824469327926636 2.406538748315403 0.31983545393234825 0.5703125 0.9140625 0.7193026003014842 0.005667952233997659
2.1 1.41 1.76 1.60 0.0158 1.3743054270744324 2.977211654186249 1.9479094477636472 0.24042630875727372 0.6796875 0.90625 0.7719844329777366 0.0030616314371844085
3.1 1.13 1.54 1.38 0.0196 1.250059723854065 2.7261417508125305 1.7554690007652554 0.2036462809653118 0.6875 0.890625 0.7905518031076066 0.00245999562649274
4.1 0.953 1.40 1.24 0.0238 1.1488508582115173 2.5441768765449524 1.6231515162757464 0.17831645492846643 0.703125 0.890625 0.7993571718460112 0.00201652241371294
5.1 0.800 1.31 1.14 0.0272 1.0730455219745636 2.418637216091156 1.5271618414138046 0.16054356071404913 0.7109375 0.890625 0.8074215126391465 0.0016482688747939552
6.1 0.751 1.23 1.06 0.0269 1.0185495615005493 2.3134120106697083 1.4525780997106008 0.14601804025173598 0.734375 0.890625 0.8097206922541744 0.001519246421855559
7.1 0.689 1.18 0.996 0.0268 0.9739091694355011 2.226548910140991 1.3932299438331808 0.13437552849720605 0.7265625 0.8984375 0.8139729968692022 0.0014713037272854506
8.1 0.641 1.13 0.945 0.0265 0.9330541491508484 2.1567811369895935 1.3438618113952026 0.12631385663474054 0.7265625 0.8984375 0.8163899437615956 0.0013472135845856068
9.1 0.604 1.09 0.903 0.0263 0.8976972997188568 2.1035028100013733 1.302183817007712 0.11966796670312674 0.7265625 0.8984375 0.8203414888682746 0.0013228730564452617
10.1 0.575 1.07 0.868 0.0255 0.8669133186340332 2.0600863695144653 1.2657775320112705 0.11281311762482667 0.7265625 0.8984375 0.8223181673237477 0.0011852452886019374
11.1 0.550 1.05 0.839 0.0253 0.8401727378368378 2.0227590799331665 1.2346619058932577 0.10968717331209886 0.734375 0.8984375 0.824644524002783 0.0011521098324591866
12.1 0.529 1.03 0.814 0.0250 0.8152968883514404 1.9900594353675842 1.207100622355938 0.10633014618258378 0.75 0.8984375 0.8275053629406308 0.001081974948770646
13.1 0.511 1.02 0.792 0.0251 0.7937738597393036 1.9601061940193176 1.18290298219238 0.10329367393540377 0.75 0.8984375 0.828876898770872 0.0010937883985657167
