#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:33+0000 #
#####################################################################
#
# seed = 11.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.18 1.94 1.72 0.0165 0.7534290552139282 1.623273491859436 1.1489944282386984 0.04999533196894702 0.7265625 0.9453125 0.874078592192691 0.001689995754988656
2.1 0.907 1.54 1.23 0.0312 0.5319385081529617 1.4251347184181213 0.9214800290231194 0.04652143180769511 0.765625 0.9453125 0.8803467607973422 0.0018609866199832481
3.1 0.756 1.46 1.09 0.0407 0.4597603976726532 1.3700931668281555 0.8476908739124026 0.04585697926362721 0.765625 0.9453125 0.8839804817275747 0.001716950973411391
4.1 0.671 1.43 0.999 0.0536 0.41309259831905365 1.328592836856842 0.7966557105204888 0.04678546602461441 0.7734375 0.9453125 0.8847494030315615 0.0017305431202659296
5.1 0.610 1.43 0.944 0.0646 0.38011161983013153 1.2981862425804138 0.7611025183328561 0.04615676834795129 0.796875 0.953125 0.8892071999584718 0.0016670131933200715
6.1 0.556 1.44 0.901 0.0750 0.3536810800433159 1.2724701166152954 0.7336365930469974 0.04685774835293276 0.796875 0.953125 0.8915756073504983 0.0015835254437665217
7.1 0.500 1.46 0.871 0.0852 0.3317079320549965 1.2497653365135193 0.7112639521115593 0.046724700628255726 0.796875 0.9609375 0.892688434385382 0.0016167650566206366
8.1 0.458 1.50 0.849 0.0962 0.31227951496839523 1.228357195854187 0.6933649808966689 0.046839451441643525 0.796875 0.9651162790697675 0.8945636939368771 0.0016242693032095933
9.1 0.426 1.57 0.834 0.109 0.2961636781692505 1.2111677527427673 0.6783124881663494 0.04708734273890949 0.796875 0.9651162790697675 0.8963773100083057 0.0015711861160191613
10.1 0.401 1.60 0.821 0.121 0.2825096845626831 1.1986162662506104 0.6649368405342102 0.0475589896489418 0.796875 0.96875 0.8976328903654485 0.001628439043590603
11.1 0.381 1.67 0.813 0.136 0.27071093767881393 1.18871408700943 0.653523920636092 0.048216021159301556 0.796875 0.9767441860465116 0.8985348318106312 0.0018180547775336394
12.1 0.364 1.75 0.809 0.152 0.26022636890411377 1.1840633153915405 0.643706915500973 0.048839120172586285 0.8046875 0.9767441860465116 0.8993718853820598 0.001839370075380778
13.1 0.351 1.93 0.809 0.176 0.25050901621580124 1.186034083366394 0.6354671533086471 0.050140465852383125 0.8125 0.9767441860465116 0.9002056945598007 0.0018623761940569131
