#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T14:04+0000 #
#####################################################################
#
# seed = 7.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.91 2.40 2.33 0.00381 3.2490234375 4.852220892906189 3.9815367651837215 0.35227316585198243 0.4959349593495935 0.697841726618705 0.6004750206803199 0.0025201112979524373
2.1 1.46 1.92 1.83 0.00835 2.3603771924972534 4.35071861743927 3.3425644657441547 0.3650702716011713 0.5827338129496403 0.7723577235772358 0.6722263304339107 0.0021155204662254424
3.1 1.27 1.71 1.58 0.0110 2.1675288677215576 4.121129870414734 2.9954565603818213 0.3602829402241601 0.5971223021582733 0.7886178861788617 0.695050927898796 0.0021649043784941814
4.1 1.18 1.57 1.41 0.0137 1.9205225110054016 3.9557836055755615 2.7549203793917383 0.3561775353689317 0.6187050359712231 0.7985611510791367 0.7075938552294053 0.0019708422774714035
5.1 1.08 1.43 1.28 0.0141 1.7395175099372864 3.8310770988464355 2.5771941851292337 0.34216179586183126 0.6402877697841727 0.8201438848920863 0.7148653899180307 0.0019471977959083055
6.1 0.980 1.37 1.18 0.0148 1.6081216931343079 3.729807138442993 2.4402904574360167 0.3302047011343297 0.6402877697841727 0.8273381294964028 0.7246331854377125 0.00213220713311604
7.1 0.904 1.30 1.10 0.0145 1.5098341703414917 3.569623827934265 2.330345000539507 0.31687344477578483 0.6474820143884892 0.8292682926829268 0.7325689970671546 0.0021942601208045868
8.1 0.845 1.24 1.04 0.0138 1.432060718536377 3.569623827934265 2.23998169281653 0.3063677225430045 0.6546762589928058 0.8345323741007195 0.7378299451031509 0.0023148963335056947
9.1 0.799 1.18 0.988 0.0127 1.3695796728134155 3.4992051124572754 2.164715857378074 0.2967016663713429 0.6546762589928058 0.8373983739837398 0.743074181769567 0.0023201666467989753
10.1 0.759 1.14 0.946 0.0118 1.309065341949463 3.4374362230300903 2.1010716685226987 0.28497902670869685 0.6546762589928058 0.8345323741007195 0.7464697231761629 0.00211237437098551
11.1 0.707 1.10 0.910 0.0110 1.258332073688507 3.3873287439346313 2.0472080430814197 0.2773855096402058 0.6546762589928058 0.841726618705036 0.7499383768246727 0.0022288958153444745
12.1 0.701 1.07 0.880 0.00997 1.2159356474876404 3.3393686413764954 2.0000355754579817 0.2689679415956916 0.6546762589928058 0.841726618705036 0.7531720268384595 0.002299463811285857
