#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:46+0000 #
#####################################################################
#
# seed = 5.0, areas = 3
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.88 2.60 2.42 0.0203 3.3723931312561035 4.994060158729553 4.161194850291524 0.22660050460488285 0.3983739837398374 0.7338129496402878 0.5813300579048956 0.006724382038872956
2.1 1.62 2.02 1.93 0.00330 2.3748735189437866 4.236007213592529 3.4139820943985666 0.2412308557207038 0.4878048780487805 0.7723577235772358 0.6596750474185112 0.003778217418210715
3.1 1.39 1.78 1.65 0.00543 2.095914125442505 3.877588152885437 3.0002560998712267 0.2609291295760095 0.5691056910569106 0.8048780487804879 0.6927740037934809 0.002638481117735811
4.1 1.24 1.64 1.46 0.00927 1.82851642370224 3.6113253831863403 2.7215782893555507 0.2641123922810667 0.6260162601626016 0.8211382113821138 0.715648735367107 0.002092282601597798
5.1 1.18 1.51 1.32 0.0106 1.619986355304718 3.424377679824829 2.5219574538724765 0.2527472851959405 0.6504065040650406 0.8130081300813008 0.7277728339976103 0.001520487381652553
6.1 1.06 1.42 1.21 0.0117 1.4720521569252014 3.268547475337982 2.3703357795519486 0.2409342859839345 0.6666666666666666 0.8292682926829268 0.7367750398983949 0.0015325172994125542
7.1 0.973 1.34 1.13 0.0118 1.3629541993141174 3.145036220550537 2.2512459717690945 0.2312061186215559 0.6585365853658537 0.8373983739837398 0.7428621562680169 0.0014509578683478907
8.1 0.905 1.28 1.06 0.0114 1.2814204692840576 3.041773498058319 2.155370518565178 0.22079252252824166 0.6834532374100719 0.8373983739837398 0.7494631472522331 0.0012944149688463274
9.1 0.853 1.22 1.01 0.0108 1.2172115445137024 2.9515674114227295 2.076246184429952 0.21097184407854064 0.697841726618705 0.8373983739837398 0.752998646379064 0.0013254452691707085
10.1 0.811 1.17 0.963 0.0104 1.16592675447464 2.878312885761261 2.0114202962390015 0.20391395266656778 0.6991869918699187 0.8373983739837398 0.756651125092957 0.0013130838710825978
11.1 0.778 1.14 0.926 0.00977 1.0894875824451447 2.813523769378662 1.9556379919605595 0.19686520639339194 0.6991869918699187 0.8373983739837398 0.7602983815038562 0.001433728608655263
12.1 0.750 1.10 0.894 0.00915 1.0894875824451447 2.7570772767066956 1.9075821308153016 0.1887127542009061 0.6991869918699187 0.8455284552845529 0.7621804995028367 0.0013891154133309274
