#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T13:13+0000 #
#####################################################################
#
# seed = 2.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.16 2.04 1.79 0.0205 0.7468941807746887 1.685869812965393 1.22574835856046 0.0526885054502241 0.734375 0.9534883720930233 0.8630736088039868 0.0022795422142672796
2.1 0.928 1.57 1.29 0.0213 0.5872544944286346 1.3946074843406677 0.9378904178738594 0.04922816728878688 0.7578125 0.9651162790697675 0.8764437551910299 0.002294277786973275
3.1 0.918 1.51 1.13 0.0311 0.4823291003704071 1.330750584602356 0.8556577943797622 0.05178331912838491 0.765625 0.9651162790697675 0.8788770504568106 0.002066559075604197
4.1 0.673 1.51 1.04 0.0468 0.416666641831398 1.2880553603172302 0.8010107946715184 0.052846945617409685 0.765625 0.9767441860465116 0.8820111347591362 0.002109729317542405
5.1 0.642 1.56 0.973 0.0600 0.37235961854457855 1.2579832077026367 0.7621523551642895 0.052495399282937054 0.7734375 0.9767441860465116 0.8855605014534884 0.001991999839176161
6.1 0.561 1.56 0.925 0.0725 0.3389097899198532 1.2372135519981384 0.7324947753388967 0.052834121190777204 0.78125 0.9767441860465116 0.8875103820598007 0.0019816532006266103
7.1 0.504 1.60 0.891 0.0853 0.3150765001773834 1.2244860529899597 0.7091198278857128 0.052610628766623785 0.7890625 0.9767441860465116 0.8894570182724253 0.0019723137366833066
8.1 0.461 1.65 0.867 0.0983 0.2964312583208084 1.2175859212875366 0.690255846162992 0.052670523680870975 0.7890625 0.9767441860465116 0.8920330668604651 0.0019157701879893609
9.1 0.427 1.76 0.850 0.114 0.28143343329429626 1.2144729495048523 0.6743263292259403 0.05258137685475173 0.7890625 0.9767441860465116 0.8925197259136213 0.0019230282756386395
10.1 0.401 1.78 0.837 0.127 0.27015580236911774 1.2136812806129456 0.6606483623119338 0.05294055954773562 0.7890625 0.9767441860465116 0.8937006852159468 0.0019808494758267008
11.1 0.380 1.86 0.829 0.144 0.2604086995124817 1.2203146815299988 0.6486318534506218 0.053477778010098 0.7890625 0.9767441860465116 0.8944696065199336 0.001931796787596856
12.1 0.362 1.94 0.826 0.163 0.2506605014204979 1.2290770411491394 0.6384204096559968 0.05369915929304744 0.78125 0.9767441860465116 0.895929583679402 0.0019745494767533767
