#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T15:20+0000 #
#####################################################################
#
# seed = 16.0, areas = 5
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.51 2.18 2.07 0.0101 1.685326337814331 3.752891421318054 2.3839143876518523 0.27991428255398854 0.53125 0.8671875 0.7177462604359925 0.005333832976507002
2.1 1.46 1.77 1.56 0.00867 1.3220734596252441 3.2873401641845703 1.9207806044391222 0.24403246374666968 0.6428571428571429 0.875 0.7643404307745826 0.00340367169650947
3.1 1.16 1.59 1.35 0.0189 1.1974201798439026 3.10642409324646 1.7306960959519657 0.21955530342295518 0.6623376623376623 0.8828125 0.7762621028525046 0.003256217594452842
4.1 0.968 1.47 1.22 0.0299 1.1097555756568909 2.972532331943512 1.609143031494958 0.20226909940912766 0.65625 0.8828125 0.783304586038961 0.0029433528652321873
5.1 0.797 1.37 1.13 0.0370 1.046204388141632 2.873267352581024 1.5212096657071796 0.18910054027064135 0.6753246753246753 0.8828125 0.7906025336270872 0.0027618777796756706
6.1 0.766 1.30 1.06 0.0402 0.9955036044120789 2.792007088661194 1.452541211353881 0.177372778831519 0.6883116883116883 0.8828125 0.7998753478664193 0.0027398096106449293
7.1 0.705 1.27 1.00 0.0428 0.9113524556159973 2.7240838408470154 1.396865714341402 0.16728506444721797 0.6883116883116883 0.8828125 0.8055245535714286 0.0025830156923512025
8.1 0.658 1.26 0.960 0.0448 0.9113524556159973 2.6645700335502625 1.3511980984892165 0.15822043696764213 0.6883116883116883 0.8828125 0.8086136798469388 0.0024553754554227777
9.1 0.621 1.25 0.925 0.0468 0.8759045600891113 2.6112674474716187 1.312645424157381 0.15103990400972295 0.7077922077922078 0.8828125 0.8122137349257885 0.0023625209312591803
10.1 0.591 1.25 0.897 0.0482 0.8426336646080017 2.5625337958335876 1.278921871313027 0.14274509626566292 0.7109375 0.890625 0.8144440659786641 0.002386925137260538
11.1 0.566 1.26 0.874 0.0506 0.8157225549221039 2.518169403076172 1.2510242818721704 0.13871917018766736 0.7265625 0.890625 0.8181383348794063 0.0021219289532636468
12.1 0.543 1.28 0.855 0.0529 0.7877518236637115 2.4827160835266113 1.2253714560398035 0.13463300233782616 0.7265625 0.890625 0.8201838618970315 0.002096967469051175
13.1 0.512 1.29 0.840 0.0564 0.7599839568138123 2.45334392786026 1.2027420939079352 0.13093510442289 0.734375 0.890625 0.8215789511827458 0.001995475547062854
