#####################################################################
# Alchemist log file - simulation started at: 2024-05-16T12:56+0000 #
#####################################################################
#
# seed = 0.0, areas = 9
#
# The columns have the following meaning: 
# time TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.1 1.23 1.93 1.68 0.0125 0.7650143206119537 1.621410608291626 1.151796315397535 0.057980694352595924 0.75 0.9453125 0.8631774294019934 0.0029654375632142322
2.1 0.846 1.51 1.23 0.0266 0.5837271809577942 1.4448007941246033 0.9418215948556151 0.05641067481190694 0.7421875 0.9453125 0.865156509551495 0.0021713140336996617
3.1 0.827 1.41 1.09 0.0367 0.5040030926465988 1.3995581269264221 0.8647127292518105 0.05706615608719286 0.75 0.9453125 0.8697440822259136 0.0021669888470777464
4.1 0.634 1.40 1.00 0.0499 0.4562904089689255 1.366165816783905 0.8131362947502307 0.057441295460936466 0.75 0.9453125 0.8723168864202657 0.0022069548965727073
5.1 0.603 1.42 0.948 0.0606 0.4215700328350067 1.3411606550216675 0.7767610238598927 0.05635826498063329 0.7421875 0.9453125 0.8747501816860465 0.002306169895971294
6.1 0.538 1.44 0.903 0.0717 0.3967631459236145 1.323850154876709 0.7495357327695403 0.05658528132616765 0.75 0.9534883720930233 0.8787894518272426 0.002321774377153234
7.1 0.491 1.47 0.869 0.0818 0.3772832304239273 1.3118744492530823 0.7275943945028953 0.05580759296355399 0.75 0.9534883720930233 0.8812973681478405 0.0021919567779094965
8.1 0.454 1.50 0.844 0.0923 0.361581452190876 1.3037879467010498 0.7100074563973717 0.05581966767497202 0.75 0.9534883720930233 0.8833186254152824 0.0021498043637465498
9.1 0.426 1.53 0.825 0.104 0.34791213274002075 1.296939730644226 0.6950421657945428 0.055431172869719846 0.75 0.9534883720930233 0.8842270556478405 0.002123299279226047
10.1 0.404 1.56 0.809 0.114 0.33647678792476654 1.2904342412948608 0.6820430069097452 0.05559276872302696 0.75 0.9534883720930233 0.8861120483803987 0.002059082651577388
11.1 0.386 1.60 0.798 0.126 0.3268500417470932 1.28080153465271 0.6708151096744196 0.05551440192375635 0.75 0.9534883720930233 0.886530575166113 0.0020353158066064793
12.1 0.371 1.64 0.789 0.139 0.31983473151922226 1.270620346069336 0.6606442788615823 0.05502436330973182 0.7421875 0.9534883720930233 0.8877147788621262 0.0020349155196751835
13.1 0.359 1.73 0.785 0.155 0.31351906806230545 1.2605138421058655 0.6519457898767932 0.05490151826893596 0.75 0.9651162790697675 0.8891780004152824 0.0019983135994859234
