#####################################################################
# Alchemist log file - simulation started at: 2024-05-14T08:30+0000 #
#####################################################################
#
# seed = 2.0, areas = 9, lossThreshold = 80.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.55 2.55 2.55 0.00 1.5770148038864136 1.5770148038864136 1.5770148038864136 0.0 0.9302325581395349 0.9302325581395349 0.9302325581395349 0.0
1.1 56.0 0.21201941844673802 0.0 2.5218531983011543 1.5442342105103126 0.713823167886879 0.799 2.78 2.53 0.0669 0.4692094027996063 1.8971972465515137 1.5505293453378337 0.05054721033904784 0.375 0.9375 0.7296900955149501 0.019258282456941892
2.1 12.0 0.3532572969058414 27.0 0.9898216280810259 0.6119843623888346 0.853046269379845 0.391 1.25 0.986 0.0219 0.29941079020500183 0.9317259788513184 0.5987443061811584 0.0153565919112325 0.65625 0.9534883720930233 0.8594982869601329 0.003759149970431435
3.1 1.0 0.5134659124377333 40.0 0.45152098704282767 0.40177985188769705 0.8739143697961527 0.311 0.670 0.437 0.00837 0.22197678685188293 0.6846826076507568 0.38637461832591463 0.011788437343135767 0.765625 0.9767441860465116 0.8787310527408638 0.00312206868515877
4.1 2.0 0.308486133997823 44.0 0.6649659508302685 0.46399804250693616 0.8706810310795291 0.268 1.08 0.652 0.0606 0.15611636638641357 0.8388267159461975 0.45033641399017404 0.02245222498694748 0.6875 0.9767441860465116 0.8763561565614618 0.003542203263432035
5.1 1.0 0.45936865276760525 46.0 0.358683361691028 0.3499947604205873 0.8822966013494116 0.172 0.560 0.343 0.00996 0.12002088874578476 0.6525475978851318 0.3364689676091075 0.012492859739663006 0.796875 1.0 0.8873676287375415 0.0026796721560070195
6.1 4.0 0.6075621284084556 42.0 0.2629565312757076 0.3122689735926228 0.8909816429801894 0.115 0.450 0.248 0.00643 0.09587382525205612 0.5967560410499573 0.3009232174871223 0.011655574024401554 0.796875 0.984375 0.8951866175249169 0.0022566805135514414
7.1 5.0 0.3451471517989297 39.0 0.5253938935896374 0.40237594294695206 0.879839353646282 0.121 1.04 0.518 0.0569 0.11084985733032227 0.6639842391014099 0.3918806003140552 0.017951633905957946 0.796875 0.9767441860465116 0.8838831499169435 0.0022818832106481536
8.1 5.0 0.5030304876466593 35.0 0.30365858606059 0.3240838745309983 0.8856286337209303 0.121 0.542 0.292 0.00832 0.08886431902647018 0.5915401577949524 0.31321763513343676 0.01147535549421158 0.796875 0.9767441860465116 0.8890482246677741 0.0021332903227103063
