#####################################################################
# Alchemist log file - simulation started at: 2024-05-08T17:51+0000 #
#####################################################################
#
# seed = 7.0, areas = 9, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaId LeaderId ValidationLoss ValidationAccuracy SameLeader 
0.0 0.0 Infinity 0.0 0.0 NaN NaN 0.0
0.1 0.0 Infinity 0.0 0.0 NaN NaN 0.0
1.1 1.0 0.19349056120823932 0.0 0.0 1.300152063369751 0.8604651162790697 1.0
2.1 13.0 0.32614999588257 0.0 8.0 0.3876788020133972 0.9534883720930233 0.0
3.1 32.0 0.4805972159276774 0.0 15.0 0.21133126318454742 0.9302325581395349 0.0
4.1 27.0 0.6235700155665845 0.0 14.0 0.219117671251297 0.9069767441860465 0.0
5.1 11.0 0.7296157539810664 0.0 2.0 0.1823139786720276 0.9069767441860465 0.0
6.1 9.0 0.8267138178333825 0.0 14.0 0.16437402367591858 0.9302325581395349 0.0
7.1 9.0 0.44632559254029647 0.0 14.0 0.11705629527568817 0.9767441860465116 1.0
8.1 9.0 0.5829217570799369 0.0 14.0 0.0862717479467392 0.9767441860465116 1.0
9.1 9.0 0.7138348834198198 0.0 14.0 0.07517526298761368 0.9767441860465116 1.0
10.1 9.0 0.39578020190935076 0.0 14.0 0.12749561667442322 0.9767441860465116 1.0
11.1 9.0 0.5421064213838106 0.0 14.0 0.11454293131828308 0.9767441860465116 1.0
12.1 9.0 0.6965488263118415 0.0 14.0 0.10212226212024689 0.9767441860465116 1.0
13.1 9.0 0.36461748873102073 0.0 14.0 0.1012607291340828 0.9767441860465116 1.0
14.1 9.0 0.5402876936543134 0.0 14.0 0.09367888420820236 0.9767441860465116 1.0
15.1 9.0 0.679317662920113 0.0 14.0 0.090177983045578 0.9767441860465116 1.0
16.1 9.0 0.3645981669839886 0.0 14.0 0.12928318977355957 0.9534883720930233 1.0
17.1 9.0 0.544856623845336 0.0 14.0 0.1256210207939148 0.9534883720930233 1.0
18.1 9.0 0.6919142872003126 0.0 14.0 0.1958998739719391 0.9069767441860465 1.0
19.1 9.0 0.3568275758145768 0.0 14.0 0.17868348956108093 0.9767441860465116 1.0
20.1 10.0 0.5791165140215997 1.0 56.0 5.260653018951416 0.0 0.0
21.1 9.0 0.7165537952351824 1.0 3.0 1.4077661037445068 0.390625 0.0
22.1 9.0 0.3603623567865192 1.0 3.0 0.1612730175256729 0.953125 1.0
23.1 9.0 0.5409648250459942 1.0 3.0 0.14912369847297668 0.921875 1.0
24.1 9.0 0.6730557937155326 1.0 3.0 0.15804652869701385 0.953125 1.0
25.1 9.0 0.35670033423147923 1.0 3.0 0.16895566880702972 0.96875 1.0
26.1 9.0 0.5356963938118553 1.0 3.0 0.16895566880702972 0.96875 1.0
27.1 9.0 0.6811954032340641 1.0 3.0 0.17598135769367218 0.953125 1.0
28.1 9.0 0.3603678119797555 1.0 3.0 0.1661844402551651 0.96875 1.0
29.1 9.0 0.5374339206613981 1.0 3.0 0.17259173095226288 0.953125 1.0
30.1 9.0 0.680895320256446 1.0 3.0 0.17821356654167175 0.953125 1.0
31.1 9.0 0.3594000257676504 1.0 3.0 0.16424667835235596 0.96875 1.0
32.1 9.0 0.5337647082878694 1.0 3.0 0.17079439759254456 0.953125 1.0
33.1 9.0 0.6708039219969164 1.0 3.0 0.19156597554683685 0.9375 1.0
34.1 9.0 0.3557340935500079 1.0 3.0 0.19680732488632202 0.90625 1.0
35.1 9.0 0.529191553599252 1.0 3.0 0.20479540526866913 0.90625 1.0
36.1 9.0 0.6640886958964445 1.0 3.0 0.15499214828014374 0.953125 1.0
37.1 10.0 0.39651976002468947 2.0 56.0 5.189388751983643 0.0 0.0
38.1 9.0 0.5630418974167061 2.0 20.0 1.982737421989441 0.390625 0.0
39.1 10.0 0.6932638250636282 2.0 56.0 1.1152029037475586 0.4375 0.0
40.1 9.0 0.40259735996287144 2.0 20.0 0.8616015315055847 0.71875 0.0
41.1 9.0 0.5605928764688393 2.0 20.0 0.6547625064849854 0.828125 1.0
42.1 9.0 0.677919934943936 2.0 20.0 0.5209538340568542 0.828125 1.0
43.1 9.0 0.35678833779900265 2.0 20.0 0.3647666275501251 0.9375 1.0
44.1 9.0 0.5190199830083134 2.0 20.0 0.4033926725387573 0.9375 1.0
45.1 9.0 0.6474113993172581 2.0 20.0 0.4187012016773224 0.9375 1.0
46.1 9.0 0.35572045383033735 2.0 20.0 0.3960431218147278 0.921875 1.0
47.1 9.0 0.5130753833751278 2.0 20.0 0.4248090982437134 0.9375 1.0
48.1 9.0 0.6282032372403686 2.0 20.0 0.4556121826171875 0.9375 1.0
49.1 9.0 0.34705226712226145 2.0 20.0 0.3768129050731659 0.9375 1.0
50.1 9.0 0.5044481868615843 2.0 20.0 0.07493513077497482 0.953125 1.0
51.1 9.0 0.6286717848187046 2.0 20.0 0.08319257944822311 0.953125 1.0
52.1 9.0 0.3606154478591994 2.0 20.0 0.08162623643875122 0.953125 1.0
53.1 9.0 0.5144522778568313 2.0 20.0 0.08278676122426987 0.96875 1.0
54.1 10.0 0.6801561846650769 5.0 56.0 8.99696159362793 0.0 0.0
55.1 9.0 0.3994738689372874 5.0 20.0 2.052882432937622 0.234375 0.0
56.1 10.0 0.5609305567371723 5.0 56.0 1.1121623516082764 0.40625 0.0
57.1 9.0 0.6610739024838916 5.0 26.0 0.861970067024231 0.75 0.0
58.1 9.0 0.3539484235194448 5.0 26.0 0.18917983770370483 0.953125 1.0
59.1 9.0 0.49902345846789825 5.0 26.0 0.17498154938220978 0.953125 1.0
60.1 9.0 0.6173387631212199 5.0 26.0 0.1940864473581314 0.953125 1.0
61.1 9.0 0.36004943766703457 5.0 26.0 0.1940864473581314 0.953125 1.0
62.1 9.0 0.5013891108499551 5.0 26.0 0.19052919745445251 0.953125 1.0
63.1 9.0 0.6255580953489068 5.0 26.0 0.19039234519004822 0.9375 1.0
64.1 9.0 0.3433757922869805 5.0 26.0 0.19614733755588531 0.953125 1.0
65.1 9.0 0.489468712661895 5.0 26.0 0.004186615347862244 1.0 1.0
66.1 9.0 0.6079272443409747 5.0 26.0 0.0054989224299788475 1.0 1.0
67.1 9.0 0.3523967032229123 5.0 26.0 0.005694043356925249 1.0 1.0
68.1 9.0 0.4958337387555637 5.0 26.0 0.006048040464520454 1.0 1.0
69.1 10.0 0.6501311905108429 4.0 56.0 5.421391010284424 0.0 0.0
70.1 9.0 0.398752447404029 4.0 39.0 2.7659058570861816 0.0625 0.0
71.1 9.0 0.5442267166912791 4.0 39.0 1.8515392541885376 0.40625 1.0
72.1 9.0 0.6442837463400279 4.0 39.0 1.1252245903015137 0.703125 1.0
73.1 9.0 0.35024765788257617 4.0 39.0 0.2924647927284241 0.921875 1.0
74.1 9.0 0.49329470986604274 4.0 39.0 0.29256510734558105 0.953125 1.0
75.1 9.0 0.6062484473695098 4.0 39.0 0.32266685366630554 0.953125 1.0
76.1 9.0 0.3485001977036746 4.0 39.0 0.301641583442688 0.9375 1.0
77.1 9.0 0.488948453774362 4.0 39.0 0.32597705721855164 0.9375 1.0
78.1 9.0 0.595217303688904 4.0 39.0 0.3803919851779938 0.9375 1.0
79.1 9.0 0.3473821188358823 4.0 39.0 0.3046242594718933 0.9375 1.0
80.1 9.0 0.48264890457135984 4.0 39.0 0.3257739841938019 0.9375 1.0
81.1 9.0 0.5903712879407271 4.0 39.0 0.4028218984603882 0.9375 1.0
82.1 9.0 0.3458930988285019 4.0 39.0 0.17661260068416595 0.953125 1.0
83.1 9.0 0.48420962646629867 4.0 39.0 0.17154794931411743 0.953125 1.0
84.1 9.0 0.5863267218676023 4.0 39.0 0.1734449714422226 0.9375 1.0
85.1 10.0 0.37380788243486385 3.0 56.0 6.553459644317627 0.0 0.0
86.1 9.0 0.5101228302144905 3.0 28.0 2.3369343280792236 0.03125 0.0
87.1 9.0 0.6071584357417268 3.0 28.0 1.2737386226654053 0.65625 1.0
88.1 9.0 0.335373274656875 3.0 28.0 0.19822125136852264 0.9375 1.0
89.1 9.0 0.4702252649965863 3.0 28.0 0.13475728034973145 0.921875 1.0
90.1 9.0 0.5694141557220985 3.0 28.0 0.1299026757478714 0.9375 1.0
91.1 9.0 0.37135200715475764 3.0 28.0 0.16120269894599915 0.921875 1.0
92.1 9.0 0.49820203612433506 3.0 28.0 0.1555205136537552 0.921875 1.0
93.1 9.0 0.5843285860120101 3.0 28.0 0.14761558175086975 0.921875 1.0
94.1 9.0 0.3368296658757134 3.0 28.0 0.15633346140384674 0.921875 1.0
95.1 9.0 0.46859313480277187 3.0 28.0 0.14561457931995392 0.921875 1.0
96.1 9.0 0.5549770192441497 3.0 28.0 0.13827848434448242 0.921875 1.0
97.1 9.0 0.32030350703154664 3.0 28.0 0.15662473440170288 0.921875 1.0
