#####################################################################
# Alchemist log file - simulation started at: 2024-05-08T17:31+0000 #
#####################################################################
#
# seed = 4.0, areas = 9, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaId LeaderId ValidationLoss ValidationAccuracy SameLeader 
0.0 0.0 Infinity 0.0 0.0 NaN NaN 0.0
0.1 0.0 Infinity 0.0 0.0 NaN NaN 0.0
1.1 1.0 0.20625059534738094 0.0 8.0 1.4605740308761597 0.8372093023255814 1.0
2.1 15.0 0.3504113918653241 0.0 8.0 0.5553421378135681 0.8604651162790697 1.0
3.1 30.0 0.5180170471285597 0.0 2.0 0.4530518651008606 0.8372093023255814 0.0
4.1 26.0 0.6918358068407318 0.0 2.0 0.43953266739845276 0.8604651162790697 1.0
5.1 15.0 0.809273510950583 0.0 2.0 0.4736499786376953 0.813953488372093 1.0
6.1 9.0 0.9133064679893447 0.0 15.0 0.48558786511421204 0.8372093023255814 0.0
7.1 9.0 0.5084444128620773 0.0 15.0 0.09953369200229645 0.9767441860465116 1.0
8.1 9.0 0.6520720597034618 0.0 15.0 0.0841151550412178 0.9767441860465116 1.0
9.1 9.0 0.7851394059113515 0.0 15.0 0.07074534893035889 0.9767441860465116 1.0
10.1 9.0 0.38005145179268757 0.0 15.0 0.06750795245170593 0.9767441860465116 1.0
11.1 9.0 0.5403084108123073 0.0 15.0 0.059650719165802 0.9767441860465116 1.0
12.1 9.0 0.6975680822207604 0.0 15.0 0.05061951279640198 1.0 1.0
13.1 9.0 0.3694232437897612 0.0 15.0 0.04883759468793869 1.0 1.0
14.1 9.0 0.5511611434780521 0.0 15.0 0.04494619742035866 1.0 1.0
15.1 9.0 0.6887408750292697 0.0 15.0 0.038274601101875305 1.0 1.0
16.1 9.0 0.37389245528129883 0.0 15.0 0.16797895729541779 0.9767441860465116 1.0
17.1 9.0 0.5586615665091409 0.0 15.0 0.1654238998889923 0.9767441860465116 1.0
18.1 9.0 0.7098375356491702 0.0 15.0 0.16197960078716278 0.9767441860465116 1.0
19.1 9.0 0.37220722137042034 0.0 15.0 0.16472968459129333 0.9767441860465116 1.0
20.1 10.0 0.5946398303306922 1.0 56.0 4.978279113769531 0.0 0.0
21.1 9.0 0.7407461486796223 1.0 10.0 1.4496909379959106 0.390625 0.0
22.1 9.0 0.3755736680573256 1.0 10.0 0.30109935998916626 0.90625 1.0
23.1 9.0 0.5591463640305941 1.0 10.0 0.3251534104347229 0.875 1.0
24.1 9.0 0.6993661171755041 1.0 10.0 0.2666451632976532 0.921875 1.0
25.1 9.0 0.36728377560091185 1.0 10.0 0.2960634231567383 0.890625 1.0
26.1 9.0 0.5512906790462961 1.0 10.0 0.2960634231567383 0.890625 1.0
27.1 9.0 0.7056191223533905 1.0 10.0 0.3034098744392395 0.890625 1.0
28.1 9.0 0.3667290876151392 1.0 10.0 0.28642842173576355 0.890625 1.0
29.1 9.0 0.547806922510608 1.0 10.0 0.30347537994384766 0.875 1.0
30.1 9.0 0.7031604197185086 1.0 10.0 0.3029260039329529 0.859375 1.0
31.1 9.0 0.36605641439005177 1.0 10.0 0.2960875630378723 0.875 1.0
32.1 9.0 0.5463893067952397 1.0 10.0 0.2958340346813202 0.875 1.0
33.1 9.0 0.6950432900240813 1.0 10.0 0.21726155281066895 0.921875 1.0
34.1 9.0 0.3710068451795839 1.0 10.0 0.2048058807849884 0.921875 1.0
35.1 9.0 0.5491663901368566 1.0 10.0 0.19959940016269684 0.921875 1.0
36.1 9.0 0.6947716194643545 1.0 10.0 0.19913418591022491 0.921875 1.0
37.1 10.0 0.41751153175793 2.0 56.0 4.095727443695068 0.0 0.0
38.1 9.0 0.5902197929181329 2.0 5.0 1.9455163478851318 0.28125 0.0
39.1 9.0 0.7333004689353273 2.0 5.0 1.132404088973999 0.484375 1.0
40.1 9.0 0.38135317841797695 2.0 5.0 0.19378401339054108 0.90625 1.0
41.1 9.0 0.5470702648162842 2.0 5.0 0.18773441016674042 0.90625 1.0
42.1 9.0 0.678571239718264 2.0 5.0 0.21141763031482697 0.890625 1.0
43.1 9.0 0.3641225329125579 2.0 5.0 0.19372861087322235 0.90625 1.0
44.1 9.0 0.5360396173790859 2.0 5.0 0.19946229457855225 0.921875 1.0
45.1 9.0 0.6725498119359294 2.0 5.0 0.22080571949481964 0.90625 1.0
46.1 9.0 0.36667827599578434 2.0 5.0 0.1864638328552246 0.9375 1.0
47.1 9.0 0.5331527678003597 2.0 5.0 0.2503145635128021 0.9375 1.0
48.1 9.0 0.6603135946461343 2.0 5.0 0.3094802498817444 0.921875 1.0
49.1 9.0 0.3641520901542072 2.0 5.0 0.23183642327785492 0.9375 1.0
50.1 9.0 0.5300394477194579 2.0 5.0 0.44030123949050903 0.90625 1.0
51.1 9.0 0.6670739678321062 2.0 5.0 0.4462655484676361 0.90625 1.0
52.1 9.0 0.3631042609323059 2.0 5.0 0.4629738926887512 0.875 1.0
53.1 9.0 0.5300029061301044 2.0 5.0 0.4590226709842682 0.890625 1.0
54.1 10.0 0.7021792131021118 5.0 56.0 8.486804962158203 0.0 0.0
55.1 9.0 0.41180316193236244 5.0 5.0 2.748924493789673 0.0 0.0
56.1 10.0 0.5813341088185655 5.0 56.0 1.4540276527404785 0.6875 0.0
57.1 9.0 0.694924329901919 5.0 40.0 0.966405987739563 0.609375 0.0
58.1 9.0 0.3752962695516817 5.0 40.0 0.21478712558746338 0.9375 1.0
59.1 9.0 0.5280407269007314 5.0 40.0 0.2409357875585556 0.921875 1.0
60.1 9.0 0.6551611697600213 5.0 40.0 0.2756633460521698 0.9375 1.0
61.1 9.0 0.38422348846991855 5.0 40.0 0.2756633460521698 0.9375 1.0
62.1 9.0 0.5364341737153879 5.0 40.0 0.27898335456848145 0.9375 1.0
63.1 9.0 0.6608794397515174 5.0 40.0 0.2930881679058075 0.9375 1.0
64.1 9.0 0.36874109965205404 5.0 40.0 0.27146226167678833 0.9375 1.0
65.1 9.0 0.5283303732541923 5.0 40.0 0.2781965732574463 0.9375 1.0
66.1 9.0 0.6518260891790743 5.0 40.0 0.2113087773323059 0.953125 1.0
67.1 9.0 0.3672513094003028 5.0 40.0 0.2344551533460617 0.953125 1.0
68.1 9.0 0.5260414546601987 5.0 40.0 0.24713653326034546 0.953125 1.0
69.1 9.0 0.6391018772303952 5.0 40.0 0.2525840699672699 0.953125 1.0
70.1 10.0 0.418478399738538 4.0 56.0 5.685781478881836 0.0 0.0
71.1 9.0 0.578869952936862 4.0 31.0 2.093657970428467 0.34375 0.0
72.1 9.0 0.678461358056287 4.0 31.0 1.1648224592208862 0.609375 1.0
73.1 9.0 0.40907947494397084 4.0 31.0 0.12950751185417175 0.953125 1.0
74.1 9.0 0.5560961922850768 4.0 31.0 0.1153159961104393 0.953125 1.0
75.1 9.0 0.6736633618357319 4.0 31.0 0.09729138761758804 0.96875 1.0
76.1 9.0 0.3692603588787547 4.0 31.0 0.09787087142467499 0.953125 1.0
77.1 9.0 0.5192280056930724 4.0 31.0 0.13704833388328552 0.9375 1.0
78.1 9.0 0.6394594212898712 4.0 31.0 0.09130337834358215 0.96875 1.0
79.1 9.0 0.35657995919544233 4.0 31.0 0.10818110406398773 0.953125 1.0
80.1 9.0 0.5075174150906333 4.0 31.0 0.13623546063899994 0.9375 1.0
81.1 9.0 0.6315551593347832 4.0 31.0 0.10520084202289581 0.953125 1.0
82.1 9.0 0.3563601455833546 4.0 31.0 0.11742065101861954 0.9375 1.0
83.1 9.0 0.5101779314050388 4.0 31.0 0.15297956764698029 0.953125 1.0
84.1 9.0 0.6332583178813705 4.0 31.0 0.15340512990951538 0.9375 1.0
85.1 9.0 0.35558924544109866 4.0 31.0 0.15905767679214478 0.953125 1.0
86.1 9.0 0.5044073854331618 4.0 31.0 0.17654237151145935 0.9375 1.0
87.1 10.0 0.6582897165675221 3.0 56.0 6.624820232391357 0.0 0.0
88.1 9.0 0.3959837578696969 3.0 22.0 2.899231433868408 0.0 0.0
89.1 9.0 0.5412567362005327 3.0 22.0 1.7276432514190674 0.609375 1.0
90.1 9.0 0.6565782774745681 3.0 22.0 1.0577802658081055 0.8125 1.0
91.1 9.0 0.36077595568365517 3.0 22.0 0.05788404121994972 0.984375 1.0
92.1 9.0 0.5011300321346448 3.0 22.0 0.05048922076821327 0.96875 1.0
93.1 9.0 0.6073046416412166 3.0 22.0 0.04785739630460739 0.96875 1.0
94.1 9.0 0.3533902757697635 3.0 22.0 0.04971306025981903 0.984375 1.0
95.1 9.0 0.4976457047241705 3.0 22.0 0.04537535086274147 0.96875 1.0
96.1 9.0 0.6017927855989078 3.0 22.0 0.04552173987030983 0.984375 1.0
97.1 9.0 0.34986651155315796 3.0 22.0 0.04783947020769119 0.984375 1.0
98.1 9.0 0.48849532372421695 3.0 22.0 0.04587772861123085 0.96875 1.0
